label,sentence1,sentence2
main-captions,The lady sliced a tomatoe.,Someone is cutting a tomato.
main-captions,Someone is holding a hedgehog.,A onion is being sliced.
main-captions,A woman peels a potato.,A woman is grilling pineapples.
main-captions,A cat is drinking some water.,A truck is going down a hill.
main-captions,A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.
main-captions,The man sat in his chair and stared.,The little girl is putting her hair into a pony tail.
main-captions,A woman is dicing a potato.,A woman cuts tofu into tiny pieces.
main-captions,A baby is crawling happily.,A baby sneezed and scared another baby.
main-captions,A person is frying a meat in the pan.,A man is cutting a vegetable.
main-captions,A man is looking out of a window.,A woman is swimming in the water.
main-captions,A man seated is playing the guitar.,A man is playing an acoustic guitar and singing into a microphone.
main-captions,A woman is slicing an onion with a knife.,A man is preparing some dish.
main-captions,A rider is running and jumping her horse.,A woman jumps hurdles on a horse.
main-captions,A boy is playing a key-board.,A boy is sitting in a room playing a piano by lamp light.
main-captions,Two men are fighting.,The man is exercising.
main-captions,A man is playing a wooden flute while several other men play bongo drums.,A man is playing a flute.
main-captions,A person is petting a monkey.,A man is holding a slow loris.
main-captions,Two cartoon rabbits are kissing.,A rabbit is kissing another rabbit.
main-captions,The hedgehog chewed on the towel.,A hedgehog is biting at a blanket.
main-captions,A cat is licking himself.,A man is slicing a white onion with a mandolin slicer.
main-captions,A small guinea pig is gnawing and eating a piece of carrot on the floor.,A Guinea pig eats a carrot.
main-captions,Four boys are standing in front of the burning car.,Four young men stand still as a car explodes behind them.
main-captions,A man is smoking.,The man sat in his suit and smoked.
main-captions,A woman is adding sauce to some food.,A person is cutting leaves.
main-captions,Three children are eating their food.,The deer jumped over the fence.
main-captions,A submarine is going through water.,A baby is falling asleep.
main-captions,A man is running on a street.,A man plays the guitar.
main-captions,A person is slicing an onion.,A cat is pooping into a toilet.
main-captions,A badger is digging in the dirt.,A man is moving large rocks.
main-captions,A woman is slicing big pepper.,A dog is moving its mouth.
main-captions,A man is riding a bicycle.,A man is riding a bike.
main-captions,A man and a woman are kissing each other.,A man and a woman are talking to each other.
main-captions,A woman is slicing an onion.,A woman is cutting an onion.
main-captions,A small boy is playing with a dog.,A baby is playing with a dog.
main-captions,The man is drawing.,A man is drawing.
main-captions,A man is cutting a potato.,A woman is cutting a tomato.
main-captions,A boy is playing a guitar.,A kid is playing a guitar.
main-captions,A woman is cutting an onion.,A woman is cutting through an onion.
main-captions,A toy train is striking a toy car.,A toy train strikes a toy car.
main-captions,A man is playing the guitar.,A man is playing the flute.
main-captions,A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.
main-captions,A woman is frying a food.,A woman is deep frying food.
main-captions,A man is dicing an onion.,A woman is cutting an onion.
main-captions,A girl is playing a guitar.,A man is playing a guitar.
main-captions,A girl is singing on stage.,A man is singing on stage.
main-captions,A woman is riding a horse.,A woman is riding a donkey.
main-captions,A girl is playing a guitar.,A man is playing a guitar.
main-captions,A woman is brushing some shrimp.,A woman brushes some shrimp.
main-captions,A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.
main-captions,A woman thinly slices an onion with a large knife.,A woman is slicing onions with a large knife.
main-captions,A man is playing a keyboard.,A man plays a keyboard.
main-captions,A man plays the guitar.,A man is playing the guitar.
main-captions,A woman is peeling a potato.,A woman peels a potato.
main-captions,A woman is handling a frog.,A man is holding a frog.
main-captions,A man is playing a flute.,A man is playing a guitar.
main-captions,A man is playing a guitar.,A man is playing a flute.
main-captions,A man is playing a piano.,A man is playing a guitar.
main-captions,A man is playing a guitar.,A man is playing a piano.
main-captions,A man is playing a flute.,A man is playing a guitar.
main-captions,A man is playing a flute.,A man is playing a guitar.
main-captions,Two women are on a couch.,Two women are hugging on a couch.
main-captions,Someone is slicing a cucumber.,A man is slicing a cucumber.
main-captions,A kitten is playing with a blue rope toy.,A kitten is playing with a toy.
main-captions,The dog is barking at the toy.,A dog is barking at a toy.
main-captions,A person folds a tortilla.,A man folds a tortilla.
main-captions,A cat is drinking milk.,A kitten is drinking milk.
main-captions,A person is driving a car.,A man is driving a car.
main-captions,A turtle is walking.,A tortoise is walking.
main-captions,A cow is eating grass.,A cow is eating hay.
main-captions,A woman is chopping broccoli.,A woman is chopping garlic.
main-captions,A man is crying.,A man is screaming.
main-captions,The man is playing the guitar.,A man is playing guitar.
main-captions,A man is cutting an onion.,A man is cutting a plantain.
main-captions,A man is slicing a potato.,A woman is peeling a potato.
main-captions,A woman is tapping her fingers on a table.,A woman is tapping her fingers.
main-captions,Someone is boiling okra in a pot.,Someone is cooking okra in a pan.
main-captions,A man is smoking.,A man is mixing.
main-captions,The man is playing the drums.,A man is playing drums.
main-captions,A man dives into a pool.,A man is diving into a pool.
main-captions,A woman is cutting a leak.,A woman is slicing a leek.
main-captions,A little boy is playing a guitar.,A boy is playing guitar.
main-captions,A woman is dancing.,The man is dancing.
main-captions,Women are talking.,The men are talking.
main-captions,A girl is putting gel in her hair.,A woman is putting gel on her hair.
main-captions,A kid is playing guitar.,A man is playing a guitar.
main-captions,A group of people are marching in place.,A group of people are dancing in concert.
main-captions,The woman is shooting a machine gun.,The man is shooting a gun.
main-captions,A man played the piano.,A man plays a piano.
main-captions,A woman is slicing an onion.,Someone is slicing a onion.
main-captions,A man is slicing a cucumber.,A man is cutting cucumbers.
main-captions,A girl is eating a cupcake.,A woman is eating a cupcake.
main-captions,A woman is cutting an onion.,A man is chopping an onion.
main-captions,The man is playing a guitar.,A baby is playing a guitar.
main-captions,A man is playing the guitar.,A man is playing the drums.
main-captions,Two little girls talk on the telephone.,Two girls talk on the phone.
main-captions,A man is chopping a log with an axe.,A man is chopping a tree trunk with an axe.
main-captions,A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.
